#{"t_start": 1754214100.0321314, "env_id": "None"}
r,l,t
421.999961,192,183.138032
-46.800002,134,183.251135
398.749986,165,183.391262
137.900003,134,183.506367
-105.0,100,183.588442
-13.499998,138,183.705548
106.9,142,183.818651
-29.65,113,183.911736
-104.9,98,184.349134
320.15,137,184.459234
458.75,165,184.58735
399.299986,158,184.71847
36.099998,142,184.830571
108.6,148,184.95068
366.5,180,185.10382
185.449996,151,185.582256
-105.1,102,185.665331
-104.95,99,185.746404
99.199998,166,185.88353
641.999998,240,186.078707
233.599998,170,186.219836
406.9,204,186.760327
720.399961,224,186.944495
485.349998,177,187.092629
95.049971,173,187.234758
229.95,123,187.329845
-85.7,114,187.42393
525.099971,234,187.983439
183.099992,148,188.127571
135.899983,124,188.234668
351.4,192,188.389809
-17.150002,133,188.503416
517.149991,195,188.686583
-66.6,132,188.805691
154.750002,145,189.294135
350.249969,175,189.438266
536.399968,192,189.600414
-105.1,102,189.687493
198.250001,113,189.780578
-104.95,99,189.866656
-37.200001,136,189.977757
72.449998,129,190.456497
-105.0,100,190.538571
345.699981,176,190.698717
-85.7,114,190.794804
187.049998,153,190.921919
544.499969,234,191.121101
132.599997,112,191.225195
411.849991,161,191.703631
129.0,120,191.799718
58.599996,136,191.912821
417.949978,167,192.04394
269.599994,154,192.169054
72.649999,139,192.279154
279.449976,147,192.407271
371.049969,173,192.894714
147.199998,186,193.048854
260.499999,144,193.184978
311.299981,144,193.310092
-11.35,147,193.431202
153.599993,114,193.531293
-56.4,128,193.644396
-105.0,100,194.092804
419.350003,207,194.26396
-104.95,99,194.349037
791.449966,251,194.560229
-72.8,116,194.654315
271.349993,159,194.787436
81.449996,107,194.874515
-105.05,101,195.312914
301.949994,153,195.444033
12.699999,138,195.568146
457.099999,202,195.7373
-105.1,102,195.82538
487.55,169,195.965508
229.099996,144,196.083616
432.100002,178,196.593078
633.699985,206,196.761231
232.449999,135,196.872332
-105.0,100,196.955408
202.299986,156,197.085526
46.999999,154,197.208639
383.399987,166,197.340759
430.399999,170,197.8322516.186.849991,139,197149.64997-46.5,130,198.05953.89409.900002,192,198.21-62.85437.850003,177,198.376701
12.8,104,198.456774
472.599998,212,198.99877
322.949993,157,199.128889
-105.05,101,199.212965
-26.65,133,199.319061
-105.1,102,199.4119.049137.149997,119,199.185.2999-105.15,103,199.587235.099991,150,199.695404
-105.709.549989,255,20047.149997321.699976,172,20116.349999408.249997,171,20249.449992683.79999,234,200.73966
-105.1,102,200.820734
151.299989,116,200382.74999357.349999,141,201691.19998572.949994,199,201454.49999115.799989,130,201-105.1,10187.399973,140223.899998,17295.249976,147276.74999,113120.049977,1670.749947,145,77.85,143,20152.19998569.849981,195,202.664411
206.249994,131,202.77251
422.049963,163,202.909634
300.749998,179,203.064775
158.949982,161,203.194893
123.35,175,203.348033
-60.65,133,203.834476
-105.0,100,203.91533.9,132.050003,131,2-105.1,102,343.649999,179,204.175786
233.499993,315.950003,217,2-105.0,1068.299999,166,613.449966,265,204.579153
-21.299999,1508.249998,221,-38.65,113,2-105.0,100,336.8,166,20546.499946.85,163,205.4259269.3.7,106,205.513002220.349999,151,205.633111
543.899984,222,205.81828
68.94998,143,206.299717
-105.15,103,206.381792
-105.05,101,206.470873
208.399999,182,206.620009
-85.85,117,206.714095
-74.75,115,206.80818
148.949992,113,206.904268
525.649993,183,207.414732
726.35,239,207.604905
244.699994,146,207.725014
-13.45,129,207.834114
-85.7,114,207.934205
106.049989,131,208.042303
426.149966,191,208.196443
193.8,130,208.674878
15.100003,164,208.801994
242.45,131,208.912094
340.649974,173,209.056225
98.59998,130,209.167831
540.349984,199,209.345993
173.05,139,209.461097
93.599999,150,209.942535
-105.05,101,210.023609
402.800005,162,210.157731
118.549993,119,210.25582
400.149984,163,210.391944
-105.05,160.499999,142,-0.5,130,21070.7,126,116.349997,185,211.101893
431.799995,156,211.229009
530.94995,217,211.41718
-105.15,103,211.506262
652.500001,216,211.699437
145.699981,142,211.820547
151.349984,149,212.285971
99.749975,139,212.410084
513.39999,176,212.559219
-105.1,102,212.643295
520.649998,177,212.785425
309.499981,172,212.925553
194.449978,133,213.041658
341.249996,137,213.50508
16.85,123,213.616181
461.000005,196,213.781331
607.849965,231,213.986517
378.04999,195,214.147665
100.850001,143,214.271777
481.799996,216,214.803261
131.45,111,214.894344
123.299981,148,215.025462
299.149994,151,215.151577
529.99994,230,215.342752
177.899977,148,215.463862
433.299979,174,215.964317
279.949988,173,216.104444
150.949997,123,216.202533
691.999985,232,216.392706
-26.950002,137,216.502806
-66.95,119,216.598894
-104.95,99,216.677966
404.200002,152,217.146393
-105.1,102,217.232471
-105.05,101,217.31955
534.999976,218,217.503717
474.399992,166,217.635838
271.149999,127,217.741933
629.699973,228,217.926101
-10.5,130,218.390027
253.799975,176,218.543166
-105.15,103,218.638252
375.849971,159,218.779381
164.19999,128,218.886479
-85.75,115,218.983567
55.799998,108,219.081656
179.599999,156,219.560091
470.499971,194,219.718235
320.900005,196,219.879381
-20.900011,146,219.994486
237.849948,177,220.139121
26.149977,143,220.254226
-1.700001,138,220.72065
-105.05,101,542.649975,1-85.8,116,220.8-104.9,445.249974,173,95.599998,13289.549999,171173.950001,1894.549977,135,221.309186
-85.7,114,581.499998,2-105.15,103,22153.35,133,221.935755
-105.05,-85.7,114,222.0157.199502.199975,224,222.209004
-105.1,102,2118.499996,810.449957,265,222.513281
143.85,103,222.596356
-105.05,101,222.678431
142.099995,126,223.131843
595.000004,220,223.309005
-29.300019,138,223.422107
645.09999,220,223.598268
-105.0,100,223.683345
-105.1,102,223.779433
-42.100001,134,223.890534
557.099983,220,224.479069
193.3,134,224.589169
-35.65,133,224.703273
80.85,123,224.806367
899.049984,289,225.132663
396.800004,216,225.676157
147.049994,115,225.773246
321.649996,163,225.916376
174.049971,139,226.036486
-105.1,102,226.11856
395.699995,154,226.248678
495.550005,207,226.42183309532.699984,208,226.956323
537.55,181,227.100454
-5.7,148,227.225567
146.549991,151,227.353684
-105.0,100,227.439763
-16.900006,138,227.55887
-7.35,147,227.682984
175.499998,112,228.131391
67.249999,107,228.222474
9.450007,153,228.346587
365.800001,220,228.530755
-85.9,118,228.625345
466.699999,178,228.768475
815.949993,265,229.35601
-105.2,104,229.448094
152.2,164,229.584218
483.19998,214,229.762379
-85.75,115,229.861469
498.399998,190,230.019613
205.999999,170,230.168749
583.199997,214,230.72554
41.7,146,230.838643
67.049998,109,230.926723
-105.1,102,231.013803
-63.55,131,231.124904
191.000003,166,231.256023
84.799999,108,231.350108
62.149999,135,231.82454
-104.9,98,231.907616
202.249991,157,232.034731
-80.75,115,232.127816
827.549963,267,232.345014
-85.85,117,232.438098
470.599999,160,232.57222
140.7,106,233.024632
191.199983,154,233.147744
39.84998,125,233.255842
467.399951,176,233.39597
349.699979,200,233.56112
419.34999,189,233.719264
-74.0,120,233.823358
-104.95,99,234.289783
264.9,142,234.417899
-85.75,115,234.513986
330.549974,137,234.626088
-39.5,130,234.738191
-38.75,115,234.834278
101.349995,179,234.977408
-47.050001,133,235.446835
-53.3,144,235.560939
-62.85,117,235.651021
667.55,247,235.851203
467.599998,232,236.045379
-85.9,118,236.137464
377.549988,209,236.658938
293.199999,148,236.786053
-44.85,139,236.906163
59.899999,154,237.03428
83.850002,147,237.154388
456.499981,198,237.317537
-47.85,117,237.413625
497.899983,204,237.929093
260.699999,158,238.060212
263.749996,141,238.177319
103.249989,143,238.297428
263.899972,168,238.433552
448.949989,225,238.613716
112.149998,173,239.127688
158.099994,112,239.222775
237.850002,161,239.358899
902.849966,281,239.603121
30.35,133,239.709218
113.7,146,239.834331
141.349984,133,240.312767
395.450003,169,240.451893
-85.75,115,240.547981
-85.85,117,240.639107
368.449989,155,240.764361
103.449971,145,240.876561
-85.85,117,240.977653
328.699993,146,241.452085
107.899999,134,241.56819
385.949999,157,241.70031
294.949988,153,241.833432
22.35,133,241.943532
135.1,154,242.070647
5.35,133,242.18375
114.549994,127,242.292849
239.249995,177,242.80031
388.099999,150,242.930429
-105.15,103,243.011503
-105.2,104,243.097581
-105.05,101,243.178655
436.749988,215,243.35982
168.399997,138,243.470921
290.599999,176,243.962368
119.749999,153,244.09649
300.099999,170,244.248629
121.099978,184,244.394761
42.4,132,244.502859
533.049999,191,244.671012
399.599994,162,245.16346
250.699986,138,245.277564
469.900004,170,245.420695
511.749962,197,245.581841
-85.8,116,245.683934
446.299976,178,245.834071
64.4,132,245.941168
489.34998,181,246.44963
260.099999,176,246.595763
290.649972,169,246.740896
-105.1,102,246.833981
-105.05,101,246.919058
806.04991,275,247.146264
551.749996,223,247.700768
360.45,211,247.878931
105.049994,113,247.971014
-104.95,99,248.056092
524.499994,200,248.21924
118.949991,139,248.332343
442.749987,223,248.863827
140.05,159,248.997948
-44.250001,137,249.107047
-85.9,118,249.209141
388.650002,165,249.364281
443.950006,155,249.495401
187.499998,124,249.599496
759.799997,282,250.18253
419.150005,163,250.318654
15.85,103,250.401729
90.5,150,250.533849
-105.2,104,250.622931
169.949999,123,250.723022
-12.650013,141,251.217793
-7.300012,146,251.335895
161.7,156,251.468015
387.04999,151,251.1192.39918.9,102,251.6842128440.400001,198,251.85336637311.199969,186,252.003502
540.949994,185,252.513967
-85.85,117,252.613057
147.850004,135,252.729163
130.85,143,252.848271
196.699998,170,252.984394
88.9,122,253.086488
513.250009,175,253.226615
484.599982,186,253.74809
-105.1,102,253.841174
883.599985,300,254.093404
354.499996,170,254.233531
-77.75,115,254.336625
150.799983,146,254.458736
8.05,141,254.949182
164.150005,123,255.052276
-105.0,100,255.133349
300.650002,179,255.289492
170.299985,130,255.399592
153.65,147,255.519701
-85.75,115,255.615788
304.949994,141,256.077208
328.149994,169,256.219337
63.149975,133,256.328436
527.54996,237,256.536626
-105.15,103,256.616699
757.849966,261,256.839902
338.899994,160,257.320339
-54.6,132,257.432441
348.549997,139,257.554552
91.549995,111,257.645635
387.449991,155,257.769747
293.949984,139,257.889857
308.799995,138,258.001959
-105.0,100,258.084034
476.399935,176,258.579484
-105.2,104,258.672569
218.30859.849974,267,258.7859.549997,139,258.889767
189743.699994,290,259.94.79999261.999968,192,259911.199946,298,259.817611
430.599998,180,259.974753
140.650004,145,260.101869
60.949982,125,260.21297
212.000004,194,260.386128
246.449996,127,260.492224
47.45,131,260.604326
152.9,142,261.085764
702.849997,225,261.279941
517.649946,217,261.462106
423.900001,164,261.602234
127.699999,164,261.736356
152.49998,154,261.862471
155.449986,131,262.32518
849.849955,279,262.550385
164.249999,133,262.657482
-85.5,110,262.750566
467.149969,175,262.893697
111.899994,150,263.023814
565.699979,212,263.563306
217.099989,148,263.683415
-104.95,99,263.76649
54.999996,172,263.902614
167.700001,126,264.005708
-3.199998,140,264.124816
-81.45,109,264.219903
-478.700007,208,264.7303671420.149976,177,264.8754994550.149999,135,264.995609-299.849971,157,265.128145.440.850002,189,265.2958-47.147.499993,110,265599.94998349.199986,156,265146.65,14503.799983,186798.349999,261,266.170677
418.899995,156,266.307802
600.749992,209,266.478958
145.199994,110,266.575046
88.099958,150,266.694154
440.09999,164,267.186602
127.95,161,267.323726
579.249959,189,267.476866
727.899965,246,267.677048
180.9,142,267.793154
96.549999,141,267.904254
-3.800001,152,268.383691
58.549999,141,268.499797
-27.6,142,268.619906
301.399999,164,268.751024
-85.9,118,268.84511
196.649987,139,268.961216
726.949991,259,269.534738
366.100001,216,269.721908
-104.95,99,269.801981
-105.1,102,269.888059
590.750001,225,270.080234
125.449996,107,270.172318
12.050001,145,270.297431
-8.450003,143,270.766362
137.600003,150,270.890475
-2.55,111,270.980557
356.350003,201,271.143705
260.749983,159,271.275825
-104.95,99,271.356899
703.999964,226,271.539065
369.399955,188,272.06154
-105.05,101,272.146617
189.85,179,272.295753
72.249999,167,272.436029
178.349998,145,272.557293
134.199991,122,272.657383
-85.75,115,272.756474
499.349964,223,273.311979
240.849982,187,273.464117
43.75,125,273.566211
-66.5,130,273.680314
-26.8,116,273.770396
1105.099986,300,274.373945
288.199992,200,274.539095
208.500002,134,274.652198
331.999991,198,274.826357
39.149999,135,274.942462
635.55,241,275.139642
196.249994,149,275.63309
70.599999,160,275.770215
-104.9,98,275.853291
620.149974,205,276.024447
149.550003,165,276.169578
307.249999,153,276.299697
-44.200001,136,276.409797
71.500002,142,276.894238
143.549993,109,276.986322
-68.25,125,277.091417
64.6,128,277.198515
-54.5,130,277.302609
252.099996,140,277.414711
-104.85,97,277.496786
-104.9,98,277.579862
134.549966,151,278.0623
243.699999,180,278.212437
351.85,143,278.326541
-105.05,101,278.409616
295.799983,130,278.520717
122.699997,128,278.632819
203.95,141,278.749926
-39.900001,144,279.232365
-3.150011,153,279.365486
73.349979,149,279.4916
162.149999,173,279.629727
-47.150001,139,279.742829
439.599966,182,279.906978
85.65,127,280.013075
418.299972,204,280.543558
100.349995,113,280.640645
-104.85,97,280.720719
240.099999,140,280.835823
-48.25,125,280.94192
129.799992,112,281.033506
33.099998,136,281.145608
201.199987,144,281.260713
282.9,142,281.74115
202.699992,134,281.855254
250.650009,135,281.968356
-105.0,100,282.05143348283.249979,169,282.183552
178.0,120,282.286646
-41.5,138,282.40075
55.299979,128,282.508848
-43.400001,140,282.965544
78.85,141,283.079648
-20.75,115,283.168729
-105.0,100,283.251805
-105.0,100,283.3140.2,1-105.05,101,283168.99999387.599996,202,283.58711
398.749996,187,284.088566
108.349999,145,284.211678
89.55,129,284.316773
338.950002,145,284.440887
35.249999,133,284.559995
69.249997,105,284.648075
-104.85,97,284.73115
147.400001,108,284.825236
-104.95,99,284.980377
510.849981,199,285.539886
-104.75,95,285.615955
-28.450007,135,285.736064
6.449989,153,285.860178
575.349986,205,286.037339
534.249996,179,286.187475
425.399988,176,286.711952
112.15,157,286.85208
170.749998,115,286.950169
-58.5,130,287.063272
157.749993,125,287.170369
-104.85,97,287.250442
71.749983,123,287.35854
620.449992,211,287.913045
567.349942,225,288.092207
471.850005,175,288.236339
2.649992,139,288.35845
384.1,158,288.49057
328.499979,196,288.653719
-45.100001,134,289.108132
65.249998,133,289.214229
105.499999,138,289.324329
-14.250005,153,289.456449
364.399995,144,289.577559
203.449994,121,289.680653
-105.0636.549982,201,28-39.050017331.699991,170,29176.000001-104.95,99,290.37442.949973,173,290.49139
101.149999,137,290.605494
80.799998,108,290.697578-178.89999,118,290.7896432.799974,194,290.923784
53.849992,119,291.020872
58.499983,128,291.121964
239.75,151,291.596901
513.000005,166,291.734025
-25.000001,136,291.850131-154.249998,153,291.971382.9138.549999,121,292.070573.0404.199964,202,292.239143.0-38.950001,137,292.714503.263.9,138,292.828021
1745.049978,283,293.0506.849-28.150001,133,293.1427.29921.399999,138,293.28490.599998,204,293.427851
100.4,132,293.877261
53.55,129,293.980354
425.199963,172,294.125486
61.749992,111,294.219572
303.699986,146,294.342684
-105.1,102,294.42676
114.499999,154,294.552875
151.649975,133,294.659973
375.79998,194,295.182448
-7.55,131,295.300555
572.949953,243,295.509745
215.650003,133,295.621854
210.099994,124,295.721938
147.949975,139,295.836042
316.99704.300002,258,296.38241.699982,210,296.567708
58.249591.799974,204,296.6-105.0,126.349999,125,2610.949996,267,296.963067
180.900004,128,297.070164
-104.9,98,297.150237
839.999938,282,297.739774
-105.0,100,623.249966,2244.199999,160,-44.75,115,2492.350002,34.65,147,298.13246.09144.649999,119,298.2380.849590.449991,201,298.7268.0997.45,131,298.8688017-104.95,99,298.948874
-85.9,118,299.045962
157875.549967,277,299.22512263132.349986,153,299.35424-12260.099991,128,299.46033-4063.150002,161,299.9-104.9,297.699993,130,365.299998,218,300.148965
-105.05235.849999,167,30465.449986623.499987,216,30-105.0,10197.450002,121-26.000009,13-68.7,114,300.140.8,14465.649994,175,301.166892
-104.95,99,301150.59998406.200004,148,30-105.0,10011.049998,137,301.487183
-27.300001,138,301.599285
913.199991,284,301.847014
415.949999,151,301.969125
323.149996,163,302.462574
553.550009,239,302.670763
15.050006,147,302.789872
855.849993,271,303.020081
243.949996,175,303.170218
472.099969,222,303.714458
467.599997,160,303.847579
475.949998,221,304.022738
-104.95,99,304.102811
-29.65,113,304.192893
-85.8,116,304.285978
-105.05,101,304.372056
-30.149997,141,304.8810.649230.449991,151,304.9757.949151.299992,146,305.01267.299969,300,305.303904
712.399969,256,305.530109
338.849995,167,306.032566
-22.300003,136,306.1506744-105.1,102,306.233749
-20.850002,135,306.347853
148.149982,141,306.461957
-5524.04995,185,306.585-85.588.400002,198,306578.44998248.749999,183,307-105.15,1157.599995,122,513.349996,2387.549977,181,-52.7,134,30-105.1,102-105.0,100,30-105.0,100479.39998,248,307.848218
628.699973,214,308.023378
-105.1,102,308.480794
277.149996,159,308.609911
-105.0,100,308.693987
-105.05,101,308.779065
546.899966,174,308.920193
